,text,favorited,favoriteCount,replyToSN,created,truncated,replyToSID,id,replyToUID,statusSource,screenName,retweetCount,isRetweet,retweeted,longitude,latitude
18,New article! Read  Durability and expansion of neutralizing antibody breadth following Ad26.COV2.S vaccination of m… https://t.co/z01sNU7Jwa,FALSE,3,NA,23-02-2022 13:47,TRUE,NA,1.49648E+18,NA,"<a href=""https://dlvrit.com/"" rel=""nofollow"">dlvr.it</a>",nfanget,0,FALSE,FALSE,NA,NA
19,RT @CellRepMed: #Beta and #Delta infection trigger responses with improved Fc cross-reactivity against #SARSCoV2 variants compared to D614G…,FALSE,0,NA,23-02-2022 05:20,FALSE,NA,1.49635E+18,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",kyle_iridian,5,TRUE,FALSE,NA,NA
20,RT @CellRepMed: #Beta and #Delta infection trigger responses with improved Fc cross-reactivity against #SARSCoV2 variants compared to D614G…,FALSE,0,NA,23-02-2022 04:58,FALSE,NA,1.49635E+18,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",PennyMo70026063,5,TRUE,FALSE,NA,NA
21,@JEBolding @jenbch101 @ENirenberg @kevinault @SwaledaleMutton @DrNicoleC This autopsy of a 62-yr-old woman points t… https://t.co/MVxHsOPKEX,FALSE,0,JEBolding,23-02-2022 04:19,TRUE,1.49622E+18,1.49634E+18,8.82625E+17,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",JosieJoBee,0,FALSE,FALSE,NA,NA
22,"RT @sanchak74: A temporal association ! At least give it a thought 

""A temporal association between the Ad26.COV2.S (Johnson &amp; Johnson/Jan…",FALSE,0,NA,22-02-2022 15:16,FALSE,NA,1.49614E+18,NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",TrdisOprtr,2,TRUE,FALSE,NA,NA
23,RT @CellRepMed: #Beta and #Delta infection trigger responses with improved Fc cross-reactivity against #SARSCoV2 variants compared to D614G…,FALSE,0,NA,21-02-2022 16:32,FALSE,NA,1.4958E+18,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",Skatiq3,5,TRUE,FALSE,NA,NA
24,RT @CellRepMed: #Beta and #Delta infection trigger responses with improved Fc cross-reactivity against #SARSCoV2 variants compared to D614G…,FALSE,0,NA,21-02-2022 15:58,FALSE,NA,1.49579E+18,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",cueEVILlaugh,5,TRUE,FALSE,NA,NA
25,RT @CellRepMed: #Beta and #Delta infection trigger responses with improved Fc cross-reactivity against #SARSCoV2 variants compared to D614G…,FALSE,0,NA,21-02-2022 15:34,FALSE,NA,1.49578E+18,NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",CuriousDrKris,5,TRUE,FALSE,NA,NA
26,#Beta and #Delta infection trigger responses with improved Fc cross-reactivity against #SARSCoV2 variants compared… https://t.co/a6jnExs1Vn,FALSE,2,NA,21-02-2022 15:32,TRUE,NA,1.49578E+18,NA,"<a href=""https://twitter.com"" rel=""nofollow"">Twitter for Advertisers</a>",CellRepMed,5,FALSE,FALSE,NA,NA
27,Allergic reactions to the Ad26.COV2.S vaccine in South Africa - Read now in the first issue of The Journal of Aller… https://t.co/gpUhwwAjSC,FALSE,0,Els_Allergy,21-02-2022 12:19,TRUE,1.49479E+18,1.49573E+18,7.31129E+17,"<a href=""https://prod1.sprinklr.com"" rel=""nofollow"">Sprinklr Publishing</a>",Els_Allergy,1,FALSE,FALSE,NA,NA
28,"RT @FuVaccines3438: Us case reports of cerebral venous sinus thrombosis with thrombocvtonenia atter vaccinatior
with Ad26.COV2.S (against c…",FALSE,0,NA,21-02-2022 03:02,FALSE,NA,1.49559E+18,NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",BillTyl62246265,4,TRUE,FALSE,NA,NA
29,A case report of vaccine-induced immune thrombocytopenia and thrombosis syndrome after Ad26.COV2.S vaccine (Janssen… https://t.co/oc8mkXBz8l,FALSE,0,NA,21-02-2022 00:40,TRUE,NA,1.49556E+18,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",concettaeedy,0,FALSE,FALSE,NA,NA
30,"RT @FuVaccines3438: Us case reports of cerebral venous sinus thrombosis with thrombocvtonenia atter vaccinatior
with Ad26.COV2.S (against c…",FALSE,0,NA,21-02-2022 00:09,FALSE,NA,1.49555E+18,NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",mattbot35,4,TRUE,FALSE,NA,NA
31,"Us case reports of cerebral venous sinus thrombosis with thrombocvtonenia atter vaccinatior
with Ad26.COV2.S (again… https://t.co/OnVpPFKz6X",FALSE,11,NA,20-02-2022 23:48,TRUE,NA,1.49555E+18,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",FuVaccines3438,4,FALSE,FALSE,NA,NA
32,"RT @universalsoftw2: • COVID-19 VACCINE JANSSEN (AD26.COV2.S)

Total reactions for Johnson &amp; Johnson: 2,558 deaths and 51,498(132,733)injur…",FALSE,0,NA,20-02-2022 21:15,FALSE,NA,1.49551E+18,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",dmonrin,2,TRUE,FALSE,NA,NA
33,"RT @universalsoftw2: • COVID-19 VACCINE JANSSEN (AD26.COV2.S)

Total reactions for Johnson &amp; Johnson: 2,558 deaths and 51,498(132,733)injur…",FALSE,0,NA,20-02-2022 19:40,FALSE,NA,1.49548E+18,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",ryotashin3587,2,TRUE,FALSE,NA,NA
34,"¦ https://t.co/xVUkzN1Y2f
How to use it: 
<U+25B2> Select 
<U+25CF> COVID-19 MRNA VACCINE MODERNA (CX-024414) or
<U+25CF> COVID-19 MRNA… https://t.co/cusUp9V7sk",FALSE,9,universalsoftw2,20-02-2022 19:03,TRUE,1.49547E+18,1.49547E+18,7.90818E+17,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",universalsoftw2,0,FALSE,FALSE,NA,NA
35,"• COVID-19 VACCINE JANSSEN (AD26.COV2.S)

Total reactions for Johnson &amp; Johnson: 2,558 deaths and 51,498(132,733)in… https://t.co/gF912h3FB5",FALSE,13,universalsoftw2,20-02-2022 19:02,TRUE,1.49547E+18,1.49547E+18,7.90818E+17,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",universalsoftw2,2,FALSE,FALSE,NA,NA
36,"RT @sanchak74: A temporal association ! At least give it a thought 

""A temporal association between the Ad26.COV2.S (Johnson &amp; Johnson/Jan…",FALSE,0,NA,20-02-2022 16:52,FALSE,NA,1.49544E+18,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",WTF_WEF2021,2,TRUE,FALSE,NA,NA
37,"A temporal association ! At least give it a thought 

""A temporal association between the Ad26.COV2.S (Johnson &amp; Jo… https://t.co/gNmrkAi3JM",FALSE,3,sanchak74,20-02-2022 16:23,TRUE,1.49543E+18,1.49543E+18,8.77756E+17,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",sanchak74,2,FALSE,FALSE,NA,NA
38,RT @NEJM: A single injection of the Ad26.COV2.S Covid-19 vaccine showed 56.3% vaccine efficacy beginning 14 days after injection and 52.9%…,FALSE,0,NA,18-02-2022 23:52,FALSE,NA,1.49482E+18,NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",DarkHorse1618,25,TRUE,FALSE,NA,NA
39,"RT @RDVSVNZLA: JANSSEN IN ADULTS (AD26.COV2.S). Phase 2
Estimated Completion Date:
MAY 31 2023
https://t.co/u2ItQcTgta",FALSE,0,NA,18-02-2022 21:56,FALSE,NA,1.49479E+18,NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",Nurriet,7,TRUE,FALSE,NA,NA
40,"RT @RDVSVNZLA: JANSSEN HEALTHY PREGNANT PARTICIPANTS (AD26.COV2.S). Phase 2 
Estimated Completion Date:
SEPTEMBER 18 2024
https://t.co/s5Yk…",FALSE,0,NA,18-02-2022 21:56,FALSE,NA,1.49479E+18,NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",Nurriet,7,TRUE,FALSE,NA,NA
41,"RT @RDVSVNZLA: JANSSEN IN TEENAGERS (AD26.COV2.S). Phase 2
Estimated Completion Date:
MARCH 28 2022
https://t.co/VAeeLEK7l1",FALSE,0,NA,18-02-2022 21:56,FALSE,NA,1.49479E+18,NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",Nurriet,7,TRUE,FALSE,NA,NA
42,"RT @RDVSVNZLA: JANSSEN IN TEENAGERS (AD26.COV2.S). Phase 2 and Phase 3
Estimated Completion Date:
OCTOBER 31 2023
https://t.co/rT9SaZckKT",FALSE,0,NA,18-02-2022 21:56,FALSE,NA,1.49479E+18,NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",Nurriet,7,TRUE,FALSE,NA,NA
43,Final Analysis of Efficacy and Safety of Single-Dose Ad26.COV2.S https://t.co/7d5iN6MeM9,FALSE,0,NA,18-02-2022 19:22,FALSE,NA,1.49475E+18,NA,"<a href=""https://dlvrit.com/"" rel=""nofollow"">dlvr.it</a>",tomheston,0,FALSE,FALSE,NA,NA
44,"RT @RDVSVNZLA: JANSSEN IN ADULTS (AD26.COV2.S). Phase 2
Estimated Completion Date:
MAY 31 2023
https://t.co/u2ItQcTgta",FALSE,0,NA,18-02-2022 16:03,FALSE,NA,1.4947E+18,NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",jlg2577,7,TRUE,FALSE,NA,NA
45,"RT @RDVSVNZLA: JANSSEN HEALTHY PREGNANT PARTICIPANTS (AD26.COV2.S). Phase 2 
Estimated Completion Date:
SEPTEMBER 18 2024
https://t.co/s5Yk…",FALSE,0,NA,18-02-2022 16:03,FALSE,NA,1.4947E+18,NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",jlg2577,7,TRUE,FALSE,NA,NA
46,"RT @RDVSVNZLA: JANSSEN IN TEENAGERS (AD26.COV2.S). Phase 2
Estimated Completion Date:
MARCH 28 2022
https://t.co/VAeeLEK7l1",FALSE,0,NA,18-02-2022 16:03,FALSE,NA,1.4947E+18,NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",jlg2577,7,TRUE,FALSE,NA,NA
47,"RT @RDVSVNZLA: JANSSEN IN TEENAGERS (AD26.COV2.S). Phase 2 and Phase 3
Estimated Completion Date:
OCTOBER 31 2023
https://t.co/rT9SaZckKT",FALSE,0,NA,18-02-2022 16:02,FALSE,NA,1.4947E+18,NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",jlg2577,7,TRUE,FALSE,NA,NA
48,"@TatsuKan @GuillaumeTrami1 @doctalons https://t.co/eEJbAN3I9r
""A single dose of Ad26.COV2.S protected against sympt… https://t.co/cwyZRQYoKr",FALSE,0,TatsuKan,18-02-2022 13:36,TRUE,1.49467E+18,1.49467E+18,228884041,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",Paplukonkinotr,0,FALSE,FALSE,NA,NA
49,EvidenceAlerts | Final Analysis of Efficacy and Safety of Single-Dose Ad26.COV2.S. https://t.co/UVMFOnz6tS,FALSE,0,NA,18-02-2022 08:42,FALSE,NA,1.49459E+18,NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",air_garcia,0,FALSE,FALSE,NA,NA
50,"RT @RDVSVNZLA: JANSSEN HEALTHY PREGNANT PARTICIPANTS (AD26.COV2.S). Phase 2 
Estimated Completion Date:
SEPTEMBER 18 2024
https://t.co/s5Yk…",FALSE,0,NA,18-02-2022 07:16,FALSE,NA,1.49457E+18,NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",HFomeqe,7,TRUE,FALSE,NA,NA
51,"RT @RDVSVNZLA: JANSSEN IN ADULTS (AD26.COV2.S). Phase 2
Estimated Completion Date:
MAY 31 2023
https://t.co/u2ItQcTgta",FALSE,0,NA,18-02-2022 07:16,FALSE,NA,1.49457E+18,NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",HFomeqe,7,TRUE,FALSE,NA,NA
52,"RT @RDVSVNZLA: JANSSEN IN TEENAGERS (AD26.COV2.S). Phase 2
Estimated Completion Date:
MARCH 28 2022
https://t.co/VAeeLEK7l1",FALSE,0,NA,18-02-2022 07:15,FALSE,NA,1.49457E+18,NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",HFomeqe,7,TRUE,FALSE,NA,NA
53,"RT @RDVSVNZLA: JANSSEN IN TEENAGERS (AD26.COV2.S). Phase 2 and Phase 3
Estimated Completion Date:
OCTOBER 31 2023
https://t.co/rT9SaZckKT",FALSE,0,NA,18-02-2022 07:15,FALSE,NA,1.49457E+18,NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",HFomeqe,7,TRUE,FALSE,NA,NA
54,"JANSSEN IN ADULTS (AD26.COV2.S). Phase 2
Estimated Completion Date:
MAY 31 2023
https://t.co/u2ItQcTgta",FALSE,8,RDVSVNZLA,18-02-2022 01:28,FALSE,1.49448E+18,1.49448E+18,458150803,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",RDVSVNZLA,7,FALSE,FALSE,NA,NA
55,"JANSSEN HEALTHY PREGNANT PARTICIPANTS (AD26.COV2.S). Phase 2 
Estimated Completion Date:
SEPTEMBER 18 2024
https://t.co/s5YkY0sCeK",FALSE,8,RDVSVNZLA,18-02-2022 01:28,FALSE,1.49448E+18,1.49448E+18,458150803,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",RDVSVNZLA,7,FALSE,FALSE,NA,NA
56,"JANSSEN IN TEENAGERS (AD26.COV2.S). Phase 2
Estimated Completion Date:
MARCH 28 2022
https://t.co/VAeeLEK7l1",FALSE,8,RDVSVNZLA,18-02-2022 01:27,FALSE,1.49448E+18,1.49448E+18,458150803,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",RDVSVNZLA,7,FALSE,FALSE,NA,NA
57,"JANSSEN IN TEENAGERS (AD26.COV2.S). Phase 2 and Phase 3
Estimated Completion Date:
OCTOBER 31 2023
https://t.co/rT9SaZckKT",FALSE,8,RDVSVNZLA,18-02-2022 01:27,FALSE,1.49448E+18,1.49448E+18,458150803,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",RDVSVNZLA,7,FALSE,FALSE,NA,NA
58,Ad26.COV2.S breakthrough infections induce high titers of neutralizing antibodies against Omicron and other SARS-Co… https://t.co/mNYXuCEw4O,FALSE,0,NA,18-02-2022 00:19,TRUE,NA,1.49447E+18,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",dai80nt,0,FALSE,FALSE,NA,NA
